Unnamed: 0,Text,Sentiment,BERTSentiment_kFold,BERTDetails_kFold,BERTSentiment_8020,BERTDetails_8020,VADER_Score,VADER_Compound,VADER_Sentiment
65,Operating profit margin increased from 11.2 % to 11.7 % .,positive,Neutral,"tensor([[-0.5926,  0.3511, -0.4055]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3726,  0.1665, -0.1639]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,Positive
66,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,Neutral,"tensor([[-0.2919, -0.7196,  0.0477]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0029,  0.9059, -0.1970]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,Positive
67,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,Positive,"tensor([[-0.1412, -0.3774, -0.6472]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0658, 0.8697, 0.1809]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,Positive
68,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,Negative,"tensor([[-0.5928, -0.0149,  0.0311]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1279,  0.4851, -0.4569]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,Positive
69,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,Neutral,"tensor([[-0.2093, -0.1598, -0.3787]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0846,  0.7541,  0.3464]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3182}",0.3182,Positive
70,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,Negative,"tensor([[-0.2195,  0.1292, -0.2478]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2126,  0.5324, -0.2088]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
71,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,Positive,"tensor([[-0.1860, -0.0784, -0.0909]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1080,  0.5436, -0.1757]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
72,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,Negative,"tensor([[ 0.0655,  0.0374, -0.3129]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0676,  0.3406, -0.1429]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,Positive
73,The Department Store Division reported an increase in sales of 4 per cent .,positive,Neutral,"tensor([[-0.4091,  0.3314, -0.3574]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3995,  0.4018, -0.1497]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,Positive
74,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,Neutral,"tensor([[-0.3649, -0.1961, -0.3661]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0629,  0.1691,  0.4980]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5719}",0.5719,Positive
75,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,Positive,"tensor([[0.0424, 0.2901, 0.0660]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1825, 0.4859, 0.0743]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369,Positive
76,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,Negative,"tensor([[ 0.2516, -0.1596, -0.2102]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0135,  0.4284,  0.5951]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3353}",0.3353,Positive
77,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,Neutral,"tensor([[-0.2692,  0.0039, -0.7987]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1786,  0.0625, -0.4477]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,Positive
78,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,Negative,"tensor([[-0.1990, -0.2622, -0.6552]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1176, 0.2134, 0.2357]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4404}",0.4404,Positive
79,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,Negative,"tensor([[-0.5026, -0.0703, -0.1579]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0494,  0.0818, -0.5202]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.34}",0.34,Positive
80,Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,Positive,"tensor([[-0.3748, -0.3294,  0.2613]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2685,  0.8521,  0.5820]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4404}",0.4404,Positive
81,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,Neutral,"tensor([[-0.0054, -0.2434, -0.1678]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0336, 0.2550, 0.2123]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}",0.6124,Positive
82,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,Negative,"tensor([[ 0.0939, -0.3229, -0.3518]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1362,  0.4766, -0.4745]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
83,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,Neutral,"tensor([[-0.4150,  0.4557, -0.4804]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0544,  0.2995, -0.1326]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.3818}",0.3818,Positive
84,"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,Positive,"tensor([[-0.2280, -0.0942, -0.2621]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0957, 0.7516, 0.2150]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.3182,Positive
85,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,Neutral,"tensor([[-0.0580, -0.2308, -0.3172]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.4649,  0.2703, -0.1453]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.34,Positive
86,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,Negative,"tensor([[ 0.2829, -0.2605, -0.2913]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3329,  1.0192,  0.1845]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
87,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,Negative,"tensor([[ 0.1381, -0.1905, -0.3651]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2112,  0.5470, -0.1468]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6597}",0.6597,Positive
88,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,Neutral,"tensor([[-0.3462, -0.6280, -0.0095]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1640,  0.7460, -0.3186]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.7506}",0.7506,Positive
89,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,Negative,"tensor([[0.2659, 0.0177, 0.0804]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0181,  0.3222,  0.3035]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.7506}",0.7506,Positive
90,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,Neutral,"tensor([[-0.5013, -0.0885, -0.2577]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2340,  1.0409,  0.2013]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7506}",0.7506,Positive
91,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,Negative,"tensor([[-0.4491, -0.3804, -0.0032]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.0549, 0.6580, 0.4845]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7506}",0.7506,Positive
92,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,Positive,"tensor([[-0.4028, -0.0974, -0.6231]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2033,  0.2974, -0.1821]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7506}",0.7506,Positive
93,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,Negative,"tensor([[-0.4397, -0.7263, -0.3551]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2662,  1.0007, -0.2378]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.7506}",0.7506,Positive
94,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,Neutral,"tensor([[-0.4056, -0.1046, -0.5001]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0416, 1.2354, 0.4203]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
95,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,Neutral,"tensor([[-0.1580,  0.3187, -0.3565]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1029,  0.1236, -0.1283]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
96,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,Neutral,"tensor([[-0.0789, -0.4257, -0.4299]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0588,  0.7835,  0.5591]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
97,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,Neutral,"tensor([[-0.4871, -0.7654, -0.2175]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2150,  0.8580,  0.2002]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
98,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,Neutral,"tensor([[-0.4785, -0.3055, -0.2944]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3490,  0.6947,  0.3769]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7506}",0.7506,Positive
99,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,Positive,"tensor([[ 0.2033,  0.2671, -0.1740]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6399,  0.7391, -0.1268]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.7506}",0.7506,Positive
100,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,Neutral,"tensor([[-0.3481, -0.1384, -0.2416]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4813,  0.1432,  0.1846]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
101,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,Neutral,"tensor([[-0.3161,  0.3978, -0.4126]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2455,  0.3513, -0.1253]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
102,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,Positive,"tensor([[-0.2674, -0.1116, -0.2591]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2127,  0.5957,  0.5904]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7506}",0.7506,Positive
103,Cargo volume increased by approximately 5 % .,positive,Neutral,"tensor([[-0.4035,  0.2358, -0.5994]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.0830,  0.0437, -0.7013]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,Positive
104,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,Neutral,"tensor([[ 0.2174, -0.1545, -1.1756]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.3456, 0.6380, 0.4692]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,Positive
105,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,Neutral,"tensor([[-0.1687, -0.2879, -0.0893]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0521,  1.1677,  0.2807]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
106,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,Neutral,"tensor([[-0.7491, -0.1185, -0.4681]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1080,  0.0578,  0.0756]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,Positive
107,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,Neutral,"tensor([[-0.4062, -0.4667, -0.8451]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0962,  0.0834,  0.6917]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,Positive
108,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,Neutral,"tensor([[-0.1061, -0.2343, -0.7063]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1928, 0.3380, 0.2130]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,Positive
109,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,Neutral,"tensor([[ 0.1060,  0.1569, -0.4886]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0326,  0.4440, -0.0666]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,Positive
110,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,Neutral,"tensor([[-0.2229, -0.3852, -0.3343]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3438,  0.4299, -0.0703]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
111,EBIT margin was up from 1.4 % to 5.1 % .,positive,Neutral,"tensor([[ 0.1325, -0.2584, -0.1472]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5628,  0.3313,  0.2016]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
112,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,Neutral,"tensor([[ 0.0296,  0.1009, -0.8069]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5748,  0.0812,  0.0993]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
113,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,Negative,"tensor([[-0.1864, -0.3831, -0.3495]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.1603, 0.0821, 0.2461]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
114,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,Negative,"tensor([[-0.0888, -0.4499, -1.0084]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0294,  0.2655,  0.5197]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.4404}",0.4404,Positive
115,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,Neutral,"tensor([[ 0.2490, -0.4491, -0.5681]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3306,  1.2617,  0.1678]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
116,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,Negative,"tensor([[-0.4411, -0.2639, -0.2817]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1626,  0.5889,  0.6672]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.7269}",0.7269,Positive
117,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,Negative,"tensor([[-0.2672, -0.0822,  0.0137]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1877,  0.4044,  0.5219]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4404}",0.4404,Positive
118,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,Neutral,"tensor([[-0.2509, -0.2890, -0.0788]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1075,  0.3811,  0.2907]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.4404}",0.4404,Positive
119,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,Positive,"tensor([[-0.3681,  0.0722, -0.6934]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5391,  0.7305,  0.0915]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5574}",0.5574,Positive
