,Unnamed: 0,Unnamed: 0.1,Tweet ID,Sentiment,Tweet,trinary_sentiment,Bert Sentiment,SentiStrength Sentiment,SentiStrength Score
169,169,17620,672725629205405000,negative,Bloody Sunday was the IRA's biggest recruitment driver during The Troubles. Bombing Syria is bound to have the same effect I'd have thought,0,negative,Negative,-1
170,170,13633,640268254498320000,neutral,"""@_Dan_Ryan Schengen Area allows Belgian blk mkt weapons to leave on Tues &amp; be in Milan on Wednesday, or cocaine in Spain in Paris same day""",1,neutral,Negative,-1
171,171,11423,638610739884900000,neutral,@MileyCyrus I dreamed about katy perry dragging Nicki's back for you on sunday and it was very fatal. I hope it's gonna happen,1,neutral,Neutral,0
172,172,17156,668714507644985000,negative,Influenced by Rahul Gandhi. All from Kalam family may not be the same. e.g.Rahul Gandhi. - https://t.co/wnACG1i9c2,0,positive,Neutral,0
173,173,11430,638615630954893000,neutral,"""I think i may work on buying complete manga, like Fullmetal Alchemist or Naruto, I'm just not sure yet""",1,neutral,Positive,1
174,174,16935,666778414683148000,neutral,"""@Blacky_1234 I was wrong, the shoot-out to Charlie Hebdo was on january 7, France have had along year multiple attacks, mainly in Paris...""",1,negative,Negative,-2
175,175,13948,640448452393062000,positive,Final completed line up for today's Bluebird Sessions! The Foo Fighters may have rescheduled their gig for tonight... http://t.co/nqzjmcJZYA,2,neutral,Positive,1
176,176,13818,640357388579680000,negative,@t_dornblaser Agreed. Lots of slappy play. And today more mistakes that helped Red Sox score those 8 runs in the 4th.,0,neutral,Negative,-1
177,177,19506,679062525401546000,neutral,Kendrick Murdered it No disrespect J Cole wounded it https://t.co/p04GVP40fE,1,negative,Negative,-1
178,178,14672,640929212971528000,neutral,Stop asking about Niall lol theres no room for a 5th pic,1,neutral,Positive,1
179,179,15268,641177107981275000,neutral,Sam Smith confirmed for new Bond theme. What rhymes with Spectre though? Hectare? Deck chair at a push http://t.co/2fqlPkKL4C,1,neutral,Neutral,0
180,180,10414,638101263142494000,neutral,"""I have 2 tickets for Jason Aldean, Cole Swindell, and Tyler Farr on September 3rd. Text me if you want them""",1,neutral,Neutral,0
181,181,10733,638208910135009000,negative,I never thought Kanye West announcing a crack at the presidency would be the 2nd most bizarre story of the day,0,negative,Negative,-1
182,182,12119,639180144586964000,positive,That was another dramatic episode of Big Brother! I'll be back tomorrow with more tweets! CYA!,2,positive,Positive,1
183,183,2380,625737208478232000,positive,"""K-Fest Vancouver is Go! Saturday September 5th on UBC campus! My dream come true, join the event page here Kpop fans https://t.co/zwL7vzrJJi""",2,positive,Positive,1
184,184,9406,637094092103553000,positive,And that's gonna conclude my Live Tweeting Thursday with the Nirvana marathon. Thanks for tuning in! #LiveTweetingThursday,2,positive,Positive,2
185,185,9051,636710808085336000,neutral,As a Jewish accepting Islam should be considered. You can keep the Sabbath. But Friday becomes your new Sabbath,1,neutral,Neutral,0
186,186,12863,639725620252045000,positive,Gig at GAY tomorrow with @connie_mcfly hopefully 'fingers crossed' x,2,neutral,Neutral,0
187,187,3528,628298220926554000,positive,What's a better way to end off the August long than David Price's 8IP 11k's?  SCRUFFY MURPHY'S TRIVIA TONIGHT 9pm ;)  Gonna be a great show,2,positive,Positive,1
188,188,476,622432857731014000,neutral,"""@RealJamesWoods Logically, one would extend dog day until tomorrow so that it coincides with National Ice Cream Day.""",1,positive,Neutral,0
189,189,17780,673716684042186000,negative,Thanks for the chill stream guys. CSGO Face It is working well but teams are shit. Hopefully controller comes in tomorrow for Dark Souls. &lt;3,0,neutral,Neutral,0
190,190,5456,631928902550597000,neutral,"""Times may turn over, but a male is still a male lmao hey Naruto said it not me""",1,neutral,Positive,2
191,191,11623,638799606109851000,neutral,I woke up with U2 stuck in my brain on repeat.   I'm going back to bed. I'll try again tomorrow.,1,neutral,Neutral,0
192,192,17639,672873351740792000,neutral,Have I missed the bit where someone said that Chris Evans is supposed to wear the same t-shirt every week on TFI Friday?,1,neutral,Negative,-1
193,193,20623,681874672590438000,neutral,@MixtrixFix hey hey hey... My vagina is pretty fucking special! Mine bedazzled and shit... It sparkles like a Twilight vampire in the sun!,1,positive,Positive,2
194,194,12876,639735283928330000,positive,please change the 10th ww trend into Niall and Bianca yes much better!,2,positive,Positive,2
195,195,7563,635160382894510000,positive,Did you know that 'Gucci' was Trending Topic on Friday 21 for 9 hours in Jackson? http://t.co/bykAq2hJo6 #trndnl,2,neutral,Neutral,0
196,196,15350,641238725285019000,positive,Red Sox game at Fenway tonight then checking out this Boston Steelers bar Thursday. It's like sports Christmas week.,2,neutral,Positive,1
197,197,4954,630962125301657000,negative,@soyeounnie in sorry but my aunt listens to all Kpop and she never heard of ok now yea my fanbase may get mad and start shit but this time,0,neutral,Negative,-1
198,198,14030,640526261232791000,positive,"""#EddyK Sunday inspiration: Where will your wedding be? How about an urban chic celebration in beautiful Milan, fashion capital of the world!""",2,positive,Positive,3
199,199,2319,625602994831278000,neutral,"""@RachEmma_ @Katysbiatch glad you both enjoyed that haha! I'm still recovering from her tweet about Bad Blood, that was a 3rd degree burn""",1,positive,Positive,2
200,200,11102,638458617197404000,neutral,Whos going to shawn concert on October 16 in columbia sc bc we should totes meet,1,neutral,Neutral,0
201,201,3405,628016334908080000,positive,I'm listening to a blue grass song that I usually associate with Nirvana. It's that kinda Sunday.,2,positive,Neutral,0
202,202,15666,641405244321230000,positive,"""@Mia_Noel lol do you Mia, do you. Back in my day we skipped band on a Monday to see Ed Sheeran &amp; came to school the next day to tell every1.""",2,positive,Positive,1
203,203,17989,674534511170965000,neutral,"""Tony Blair: George Bush and I were """"champions of peace"""" (no, it's not April 1st) https://t.co/v0dL2yGwAR""",1,neutral,Neutral,0
204,204,4343,630152794498949000,neutral,Seth rollins on monday night raw  in San Jose California August 3 at the sap center http://t.co/XWlirhuN9c,1,neutral,Negative,-1
205,205,20189,681019489664806000,neutral,Y'all keep a real close eye on ISRAEL I MEAN A REAL CLOSR EYE..May GOD be with US https://t.co/yefehbkdl9,1,neutral,Neutral,0
206,206,9246,636955899412770000,neutral,"""[Chicago Cubs Online] Kris Bryant Starting in Right Field, Kyle Schwarber Behind the Plate for Cubs in Thursday http://t.co/glUGIAutII #Cubs""",1,neutral,Neutral,0
207,207,11968,639071064874729000,negative,@hotspur423 as fans we should expect 6th and visible improvements in style. He will have to drop Kane for the cups now which is very sad.,0,neutral,Negative,-2
208,208,11206,638496283871674000,neutral,All this is just banter. Wait and see when Real Madrid announce the transfer at noon tomorrow.,1,neutral,Neutral,0
209,209,13591,640243929674350000,neutral,Why are people looking forward to Foo Fighters tomorrow and not the fact it's my birthday?,1,negative,Neutral,0
210,210,17949,674349020609908000,neutral,@TheMilanBible I think I know why you think it's funny. It may have a lot to do with the fact that you don't remeber when Milan played in CL,1,neutral,Positive,1
211,211,15625,641387691918102000,positive,Omg I'm literally seeing Ed Sheeran with some of my best friends tomorrow I'm so excited,2,positive,Positive,2
212,212,2270,625511261212545000,positive,"""I may listen to the beatles too much, but oh well. Paul McCartney is love, Paul McCartney is life.""",2,positive,Positive,2
213,213,5453,631924742111367000,positive,Dustin Johnson back on top in 1st round of a major can he hold on this time,2,positive,Neutral,0
214,214,16229,661725188330020000,neutral,I'm not just saying this as a larrie but there is no way that briana is having louis' baby. she may be pregnant but the baby isn't louis.,1,neutral,Positive,1
215,215,19297,678463529159004000,neutral,@timothycsimons Cate Blanchett being Australian may have squashed this theory a bit. Or thrown a caveat into the mix.,1,negative,Neutral,0
216,216,6484,633491075974496000,neutral,"""@michaelirwin57 His numbers are deceiving, but it is his first year.  He has some David Price similarities, but he may not pan out.""",1,neutral,Neutral,0
217,217,18122,675008585827540000,neutral,Music Dispatch: Gorillaz May Collaborate with David Bowie https://t.co/DHA2fvkFRQ #yesplease #love,1,neutral,Positive,2
218,218,10262,637964153840254000,neutral,"""@JunaidJamshedPK may ALLAH RABULIZZAT accepts all your efforts u made in the path to spread the msg of Islam n Prophet Muhammad SAW,AMEEN""",1,neutral,Neutral,0
219,219,10378,638069187454201000,neutral,"""Deep in a Dream - Chet Baker - [Chet Baker with Fifty I] Milan, Italy, September 28, 1959-09-28 #chetbaker""",1,neutral,Neutral,0
220,220,8489,636060699760922000,positive,"""The Foo Fighters may be my favorite concert, ever. It's one of the only times I've truly """"felt"""" the energy between the band and crowd.""",2,positive,Positive,1
221,221,20099,680867332848144000,positive,"""open 24/7 = open on the 24th of July #carrefour you r doing it right @ Milan, Italy https://t.co/fbcMkwfBtc""",2,neutral,Neutral,0
222,222,14298,640675090435321000,negative,@LG_Juggles Not accurate.  Red Sox are 13-9 since Aug 10.  Jays 15-6 and Yanks are 14-9 in the same time period.,0,neutral,Neutral,0
223,223,17843,673987106948186000,positive,@Godforshort_ @HIFTBABG C'mon man don't get me wrong Cole had a great album but Kendrick gonna take it home,2,positive,Positive,1
224,224,9547,637257640754679000,positive,Fantastic Four tomorrow will it be as good as Ant-Man we'll have to see,2,positive,Positive,2
225,225,7247,634764503993962000,positive,"""somehow managed to lock my keys in the car this morning at Dunkin, happy Friday :-)""",2,positive,Positive,1
226,226,19272,678418222274633000,neutral,"""In the Saudi Arabia, UAE, neighbors and much of Northern Africa, the weekend is Friday &amp; Saturday. The first work day of the week is Sunday.""",1,neutral,Neutral,0
227,227,13298,640017057174544000,neutral,"""@pburrows Hi, I'm with KPCC-NPR in LA. Are you available to be on @AirTalk Tues. to discuss Carly Fiorina? Are you following her race?""",1,neutral,Neutral,0
228,228,8673,636288779179982000,negative,LIES!You said that on Lana Del Rey's new album there was a collab with Sam Smith and guess what? It's a fucking lie! https://t.co/3cHVkjDom9,0,negative,Negative,-2
229,229,8214,635876846945595000,negative,'Last Friday Night' does not depict a healthy relationship with intoxicants. do not invite Katy Perry to your parties,0,neutral,Neutral,0
230,230,16658,665373139702943000,negative,@KCStar Friday represented the worst terrorist incident in Europe since the Charlie Hebdo attacks: Chicago Tribune https://t.co/OVHnnC2yeV,0,negative,Negative,-3
231,231,2003,624794032192008000,neutral,Josh Hamilton scored #Rangers 4th run of the ballgame on a sac blunt in the 7th. #MLB,1,neutral,Negative,-1
232,232,6798,634110691390033000,neutral,I predict Frank Ocean will drop his album in the wee hours of Thursday night,1,neutral,Negative,-1
233,233,17493,671848363139055000,positive,Did you know that 'Amy Schumer' was Trending Topic on Monday 30 for 4 hours in United States? https://t.co/hEkuLcyKBj #trndnl,2,positive,Neutral,0
234,234,13996,640496674524172000,positive,Great Sunday Sesh at Redcliffe on the Murray today!! Beautiful weather for it. It was also Wilsons first gig to... http://t.co/a7aWtpHQsl,2,positive,Positive,3
235,235,286,621161099241480000,neutral,"""Leadoff triple for Ryan Braun in 9th. Brandon Crawford sac fly makes it 6-3, but not enough. AL wins 6-3 will have home field edge in Series""",1,neutral,Neutral,0
236,236,8200,635867786527412000,neutral,This is the Gratitude Journal in The Mail on Sunday ...right next to Katy Perry and Giselle Bundchen. What an... http://t.co/qdDxBabGKQ,1,positive,Neutral,0
237,237,17957,674386576370065000,positive,"""Our new #woodfire oven ready in the veggie patch #sunday roasts, twilight dinners https://t.co/q1lZ02xq1b""",2,neutral,Neutral,0
238,238,12020,639106527480012000,neutral,Official: The first derby of the season between Real Madrid &amp; Atletico Madrid will be played on October 4. #HalaMadridYNadaMas,1,neutral,Neutral,0
239,239,6245,633145846532567000,negative,Why is the @cineworld app so shit and doesn't have show times for Paper Towns on Sunday!?,0,negative,Negative,-2
240,240,13977,640477104375595000,neutral,@enyesshita HMMm hes not like a rock but its just hard to tell if he gay or str8 + even if hes gay i may not be his type...,1,negative,Neutral,0
241,241,12010,639100299328757000,neutral,"""Javier Tebas: """"I had a conversation with Real Madrid, they rang me on Monday night."""" http://t.co/YXvx8ES7w2""",1,neutral,Neutral,0
242,242,17469,671710915499200000,negative,#RahulStrikes pls ask Rahul Gandhi if he forgot the 14th n 15th charge as he was referring to a piece of paper and with borrowed aggression,0,neutral,Negative,-2
243,243,15041,641049995479752000,neutral,5-5 in the 4th set between Murray &amp; Anderson  This one's over the 4hr mark  http://t.co/UNLVTWvp5i #USOpen #bbctennis http://t.co/VvnZ4WEe70,1,neutral,Neutral,0
244,244,3388,627982214215659000,neutral,@phredlevi Are we on for Ant-Man on tues? I think you said something about your shifts getting moved?,1,neutral,Neutral,0
245,245,6235,633122486675050000,neutral,Talkin to God on Sunday and Allah by Monday. Wonder if I'll meet Buddha in Nirvana one day.,1,positive,Neutral,0
246,246,10317,638016943115661000,neutral,"""1. Many don't seem to understand that Islam undergoes a protracted time of religious wars, like Christianity did in Europe in the 16th and""",1,neutral,Negative,-1
247,247,20620,681828714376749000,positive,@Chidwack__ omg yes!! Then I'll be in Milan for my birthday on the 5th!!,2,positive,Positive,2
248,248,8383,635974627425173000,negative,may Allah curse  these Muslims drag queen in the same way. That Allah punished the people of Lut Ameen,0,negative,Negative,-1
